Mã đơn hàng,Ngày đặt hàng,Khu vực,Thành phố,Kênh bán hàng,Nhóm sản phẩm,Tên sản phẩm,Đơn giá (VNĐ),Số lượng,Doanh thu (VNĐ),Giảm giá (%),Thành tiền (VNĐ),Phí vận chuyển (VNĐ),Phương thức thanh toán,Giới tính KH,Tuổi KH,Đánh giá (sao),Trạng thái,Mã nhân viên
DH000640,2023-09-11,Miền Trung,Nghệ An,Cửa hàng,Gia dụng,Nồi cơm điện,201000.0,2,402000.0,0.0,402000.0,80000.0,Thẻ tín dụng,Nữ,37.0,5.0,Đã hủy,NV006
DH000641,2024-10-14,Miền Bắc,Quảng Ninh,Online,Thực phẩm,Nước mắm,29000.0,4,116000.0,15.0,99000.0,65000.0,COD,Nữ,36.0,4.0,Hoàn thành,NV002
DH000642,2023-10-11,Miền Trung,Nghệ An,Cửa hàng,Thực phẩm,Nước mắm,97000.0,5,485000.0,5.0,461000.0,82000.0,Thẻ tín dụng,,40.0,4.0,Hoàn thành,NV043
DH000643,2024-06-17,Miền Bắc,Bắc Ninh,Cửa hàng,Mỹ phẩm,Nước hoa,331000.0,176,58256000.0,5.0,55343000.0,0.0,Thẻ tín dụng,Nữ,19.0,5.0,Hoàn thành,NV044
DH000644,2024-05-11,Miền Trung,Khánh Hòa,Online,Thời trang,Quần jean,194000.0,2,388000.0,20.0,310000.0,106000.0,Thẻ tín dụng,Nữ,36.0,5.0,Hoàn thành,NV026
DH000645,2024-10-03,Miền Bắc,Hà Nội,Online,Thời trang,Quần jean,297000.0,3,891000.0,0.0,891000.0,70000.0,Tiền mặt,Nữ,39.0,2.0,Hoàn thành,NV025
DH000646,2023-09-02,Miền Nam,Đồng Nai,Siêu thị,Văn phòng phẩm,Bìa hồ sơ,30000.0,4,120000.0,0.0,120000.0,67000.0,COD,Nữ,38.0,4.0,Đã hủy,NV025
DH000647,2023-10-09,Miền Nam,Cần Thơ,Cửa hàng,Mỹ phẩm,Kem chống nắng,1114000.0,3,3342000.0,0.0,3342000.0,0.0,Chuyển khoản,Nam,49.0,4.0,Trả hàng,NV017
DH000648,2024-03-26,Miền Nam,Đồng Nai,Online,Mỹ phẩm,Son môi,253000.0,3,759000.0,10.0,683000.0,99000.0,Tiền mặt,Nam,25.0,5.0,Hoàn thành,NV031
DH000649,2023-03-21,Miền Nam,Cần Thơ,Online,Điện tử,Tai nghe,82000.0,4,328000.0,15.0,279000.0,104000.0,COD,Nữ,32.0,5.0,Hoàn thành,NV036
DH000650,2024-12-31,Miền Trung,Huế,Siêu thị,Điện tử,Máy tính bảng,2857000.0,5,14285000.0,20.0,11428000.0,0.0,Thẻ tín dụng,Nữ,52.0,4.0,Trả hàng,NV015
DH000651,2023-10-20,Miền Bắc,Hải Phòng,Đại lý,Điện tử,Tai nghe,6140000.0,6,36840000.0,15.0,31314000.0,0.0,Thẻ tín dụng,Nam,43.0,5.0,Hoàn thành,NV042
DH000652,2023-08-29,Miền Nam,Đồng Nai,Online,Thời trang,Đồng hồ,359000.0,3,1077000.0,15.0,915000.0,,COD,Nam,26.0,3.0,Đã hủy,NV043
DH000653,2023-10-06,Miền Nam,Cần Thơ,Online,Gia dụng,Ấm siêu tốc,831000.0,145,120495000.0,0.0,120495000.0,0.0,Chuyển khoản,Nữ,31.0,4.0,Hoàn thành,NV048
DH000654,2023-12-10,Miền Nam,Đồng Nai,Cửa hàng,Thời trang,Đồng hồ,399000.0,5,1995000.0,5.0,1895000.0,62000.0,Chuyển khoản,Nam,27.0,2.0,Đang giao,NV040
DH000655,2023-11-24,Miền Trung,Khánh Hòa,Siêu thị,Gia dụng,Quạt điện,211000.0,5,1055000.0,0.0,1055000.0,97000.0,Tiền mặt,Nam,24.0,4.0,Hoàn thành,NV004
DH000656,2024-07-07,Miền Bắc,Quảng Ninh,Cửa hàng,Thời trang,Giày thể thao,148000.0,4,592000.0,0.0,592000.0,31000.0,Ví điện tử,Nữ,23.0,5.0,Hoàn thành,NV042
DH000657,2023-03-24,Miền Bắc,Hà Nội,Đại lý,Thực phẩm,Bánh tráng,41000.0,3,123000.0,0.0,123000.0,72000.0,Chuyển khoản,Nữ,33.0,4.0,Hoàn thành,NV010
DH000658,2023-05-22,Miền Trung,Nghệ An,Siêu thị,Văn phòng phẩm,Sổ tay,26000.0,3,78000.0,0.0,78000.0,131000.0,Chuyển khoản,Nam,26.0,5.0,Hoàn thành,NV022
DH000659,2023-06-04,Miền Nam,Cần Thơ,Cửa hàng,Thời trang,Áo thun,163000.0,3,489000.0,10.0,440000.0,112000.0,Chuyển khoản,Nữ,45.0,4.0,Hoàn thành,NV023
DH000660,2023-08-25,Miền Nam,Đồng Nai,Online,Thời trang,Quần jean,432000.0,1,432000.0,0.0,432000.0,,Ví điện tử,Nam,34.0,2.0,Đã hủy,NV036
DH000661,2024-01-28,Miền Trung,Khánh Hòa,Online,Thời trang,Đồng hồ,383000.0,2,766000.0,0.0,766000.0,128000.0,Thẻ tín dụng,Nam,32.0,5.0,Hoàn thành,NV042
DH000662,2024-12-11,Tây Nguyên,Đắk Lắk,Siêu thị,Điện tử,Loa bluetooth,13418000.0,1,13418000.0,0.0,13418000.0,0.0,Chuyển khoản,Nữ,40.0,4.0,Hoàn thành,NV007
DH000663,2023-06-06,Miền Nam,Đồng Nai,Online,Thực phẩm,Nước mắm,49000.0,8,392000.0,10.0,353000.0,138000.0,Chuyển khoản,Nữ,34.0,5.0,Đang giao,NV050
DH000664,2024-12-24,Miền Bắc,Bắc Ninh,Cửa hàng,Thời trang,Giày thể thao,74000.0,2,148000.0,0.0,148000.0,42000.0,Chuyển khoản,Nam,40.0,4.0,Hoàn thành,NV006
DH000665,2023-08-08,Miền Bắc,Hà Nội,Siêu thị,Gia dụng,Máy xay sinh tố,786000.0,7,5502000.0,0.0,5502000.0,0.0,Chuyển khoản,Nữ,33.0,5.0,Hoàn thành,NV019
DH000666,2023-03-07,Miền Bắc,Quảng Ninh,Online,Mỹ phẩm,Nước hoa,1370000.0,3,4110000.0,0.0,4110000.0,0.0,Ví điện tử,Nữ,27.0,4.0,Hoàn thành,NV043
DH000667,2024-02-29,Miền Bắc,Hải Phòng,Online,Thực phẩm,Gạo ST25,77000.0,4,308000.0,0.0,308000.0,83000.0,Thẻ tín dụng,Nữ,26.0,4.0,Hoàn thành,NV040
DH000668,2024-02-22,Miền Bắc,Hải Phòng,Đại lý,Điện tử,Laptop,777000.0,7,5439000.0,0.0,5439000.0,0.0,Tiền mặt,Nam,18.0,5.0,Hoàn thành,NV049
DH000669,2023-12-05,Miền Bắc,Quảng Ninh,Đại lý,Thực phẩm,Cà phê,26000.0,4,104000.0,0.0,104000.0,137000.0,Chuyển khoản,Nữ,40.0,4.0,Trả hàng,NV017
DH000670,2024-07-09,Miền Bắc,Hà Nội,Siêu thị,Điện tử,Máy tính bảng,637000.0,2,1274000.0,5.0,1210000.0,88000.0,COD,Nam,19.0,5.0,Đã hủy,NV038
DH000671,2024-04-22,Miền Bắc,Bắc Ninh,Đại lý,Thực phẩm,Cà phê,166000.0,2,332000.0,15.0,282000.0,35000.0,Tiền mặt,Nữ,28.0,,Hoàn thành,NV042
DH000672,2024-03-01,Miền Nam,Bình Dương,Cửa hàng,Gia dụng,Nồi cơm điện,398000.0,3,1194000.0,0.0,1194000.0,67000.0,Tiền mặt,Nam,39.0,5.0,Hoàn thành,NV026
DH000673,2023-03-05,Miền Bắc,Quảng Ninh,Online,Điện tử,Laptop,903000.0,5,4515000.0,10.0,4064000.0,0.0,Thẻ tín dụng,Nữ,19.0,2.0,Hoàn thành,NV021
DH000674,2023-07-31,Miền Nam,Cần Thơ,Online,Mỹ phẩm,Nước hoa,173000.0,2,346000.0,15.0,294000.0,79000.0,COD,Nam,37.0,4.0,Hoàn thành,NV019
DH000675,2024-03-06,Miền Trung,Khánh Hòa,Online,Văn phòng phẩm,Kẹp giấy,13000.0,2,26000.0,0.0,26000.0,149000.0,Tiền mặt,Nữ,26.0,3.0,Hoàn thành,NV043
DH000676,2024-02-03,Tây Nguyên,Lâm Đồng,Siêu thị,Mỹ phẩm,Son môi,820000.0,5,4100000.0,10.0,3690000.0,0.0,Chuyển khoản,Nữ,40.0,4.0,Hoàn thành,NV002
DH000677,2024-08-21,Miền Bắc,Bắc Ninh,Siêu thị,Thời trang,Đồng hồ,133000.0,6,798000.0,15.0,678000.0,118000.0,Tiền mặt,Nam,36.0,,Hoàn thành,NV049
DH000678,2024-12-13,Miền Trung,Nghệ An,Đại lý,Thực phẩm,Cà phê,102000.0,2,204000.0,0.0,204000.0,19000.0,Chuyển khoản,Nữ,26.0,4.0,Hoàn thành,NV032
DH000679,2023-01-21,Tây Nguyên,Lâm Đồng,Online,Văn phòng phẩm,Bút bi,16000.0,3,48000.0,5.0,46000.0,64000.0,Thẻ tín dụng,Nữ,48.0,1.0,Đã hủy,NV039
DH000680,2024-08-12,Miền Nam,TP.HCM,Online,Thời trang,Giày thể thao,788000.0,5,3940000.0,0.0,3940000.0,0.0,Chuyển khoản,Nam,,4.0,Hoàn thành,NV020
DH000681,2024-01-25,Miền Nam,TP.HCM,Online,Mỹ phẩm,Nước hoa,831000.0,9,7479000.0,0.0,7479000.0,0.0,Chuyển khoản,Nam,27.0,5.0,Hoàn thành,NV050
DH000682,2024-05-03,Miền Bắc,Hải Phòng,Online,Điện tử,Máy tính bảng,2214000.0,4,8856000.0,0.0,8856000.0,0.0,Tiền mặt,Nam,35.0,3.0,Đã hủy,NV023
DH000683,2023-01-07,Miền Bắc,Hải Phòng,Online,Điện tử,Điện thoại,1370000.0,4,5480000.0,10.0,4932000.0,0.0,Thẻ tín dụng,Nữ,38.0,5.0,Đang giao,NV050
DH000684,2023-12-27,Miền Nam,Bình Dương,Cửa hàng,Gia dụng,Ấm siêu tốc,524000.0,9,4716000.0,0.0,4716000.0,0.0,Thẻ tín dụng,Nam,49.0,4.0,Hoàn thành,NV021
DH000685,2023-11-02,Tây Nguyên,Gia Lai,Online,Gia dụng,Máy xay sinh tố,468000.0,7,3276000.0,0.0,3276000.0,0.0,Thẻ tín dụng,Nữ,18.0,3.0,Hoàn thành,NV018
DH000686,2024-02-04,Miền Nam,Đồng Nai,Cửa hàng,Mỹ phẩm,Kem chống nắng,45000.0,2,90000.0,20.0,72000.0,129000.0,Ví điện tử,Nam,42.0,5.0,Hoàn thành,NV044
DH000687,2024-03-05,Miền Nam,Đồng Nai,Online,Văn phòng phẩm,Giấy A4,33000.0,6,198000.0,0.0,198000.0,74000.0,Ví điện tử,Nữ,,4.0,Hoàn thành,NV005
DH000688,2024-07-05,Miền Bắc,Hải Phòng,Siêu thị,Điện tử,Điện thoại,2686000.0,4,10744000.0,0.0,10744000.0,0.0,COD,Nam,31.0,2.0,Hoàn thành,NV006
DH000689,2024-07-13,Miền Nam,Đồng Nai,Siêu thị,Thời trang,Áo thun,118000.0,3,354000.0,0.0,354000.0,73000.0,Tiền mặt,Nam,37.0,4.0,Hoàn thành,NV047
DH000690,2024-09-09,Miền Bắc,Hà Nội,Cửa hàng,Văn phòng phẩm,Kẹp giấy,5000.0,7,35000.0,0.0,35000.0,144000.0,COD,Nữ,40.0,5.0,Đang giao,NV029
DH000691,2023-08-14,Miền Trung,Khánh Hòa,Online,Điện tử,Laptop,122000.0,2,244000.0,5.0,232000.0,37000.0,Tiền mặt,Nữ,44.0,5.0,Trả hàng,NV042
DH000692,2024-05-14,Miền Trung,Huế,Siêu thị,Gia dụng,Máy xay sinh tố,857000.0,7,5999000.0,30.0,4199000.0,0.0,Ví điện tử,Nam,24.0,4.0,Hoàn thành,NV015
DH000693,2023-08-13,Miền Nam,Đồng Nai,Siêu thị,Thực phẩm,Bánh tráng,34000.0,1,34000.0,0.0,34000.0,24000.0,Ví điện tử,Nam,39.0,5.0,Hoàn thành,NV005
DH000694,2023-10-07,Miền Bắc,Hà Nội,Online,Điện tử,Điện thoại,1159000.0,4,4636000.0,0.0,4636000.0,0.0,Thẻ tín dụng,Nam,42.0,5.0,Hoàn thành,NV035
DH000695,2024-03-22,Miền Bắc,Quảng Ninh,Online,Thời trang,Quần jean,443000.0,3,1329000.0,5.0,1263000.0,86000.0,Ví điện tử,Nữ,25.0,4.0,Hoàn thành,NV026
DH000696,2024-05-12,Miền Nam,Đồng Nai,Siêu thị,Thực phẩm,Cà phê,37000.0,5,185000.0,0.0,185000.0,76000.0,Thẻ tín dụng,Nữ,27.0,4.0,Đã hủy,NV043
DH000697,2023-01-30,Miền Bắc,Quảng Ninh,Online,Mỹ phẩm,Nước hoa,327000.0,6,1962000.0,0.0,1962000.0,145000.0,Chuyển khoản,Nữ,32.0,5.0,Hoàn thành,NV046
DH000698,2024-02-03,Miền Nam,TP.HCM,Đại lý,Gia dụng,Máy xay sinh tố,534000.0,3,1602000.0,5.0,1522000.0,15000.0,Tiền mặt,Nam,26.0,2.0,Hoàn thành,NV011
DH000699,2023-12-11,Miền Bắc,Hải Phòng,Online,Thực phẩm,Gạo ST25,48000.0,2,96000.0,0.0,96000.0,96000.0,Thẻ tín dụng,Nữ,32.0,4.0,Hoàn thành,NV030
DH000700,2024-11-15,Miền Trung,Đà Nẵng,Siêu thị,Thực phẩm,Bánh tráng,19000.0,6,114000.0,10.0,103000.0,58000.0,Chuyển khoản,Nữ,34.0,4.0,Hoàn thành,NV017
DH000701,2024-11-26,Miền Nam,Cần Thơ,Siêu thị,Thời trang,Quần jean,156000.0,3,468000.0,0.0,468000.0,80000.0,Chuyển khoản,Nữ,38.0,3.0,Trả hàng,NV027
DH000702,2024-02-19,Miền Bắc,Hà Nội,Cửa hàng,Điện tử,Điện thoại,4121000.0,10,41210000.0,0.0,41210000.0,0.0,Chuyển khoản,Nữ,45.0,3.0,Đang giao,NV036
DH000703,2023-06-19,Miền Trung,Khánh Hòa,Đại lý,Thực phẩm,Trà xanh,33000.0,7,231000.0,0.0,231000.0,88000.0,Ví điện tử,Nam,27.0,4.0,Đã hủy,NV047
DH000704,2024-04-23,Miền Bắc,Hà Nội,Siêu thị,Điện tử,Loa bluetooth,8496000.0,5,42480000.0,0.0,42480000.0,0.0,Thẻ tín dụng,Nữ,31.0,4.0,Hoàn thành,NV047
DH000705,2023-05-11,Miền Bắc,Hải Phòng,Đại lý,Thời trang,Áo thun,1960000.0,2,3920000.0,0.0,3920000.0,0.0,COD,Nữ,41.0,4.0,Hoàn thành,NV008
DH000706,2024-09-29,Tây Nguyên,Đắk Lắk,Online,Thực phẩm,Bánh tráng,74000.0,2,148000.0,5.0,141000.0,83000.0,Chuyển khoản,Nữ,57.0,4.0,Hoàn thành,NV047
DH000707,2024-06-30,Miền Trung,Đà Nẵng,Siêu thị,Thực phẩm,Bánh tráng,122000.0,3,366000.0,0.0,366000.0,69000.0,Tiền mặt,Nữ,34.0,5.0,Trả hàng,NV019
DH000708,2023-01-28,Miền Nam,Đồng Nai,Cửa hàng,Điện tử,Máy tính bảng,4749000.0,4,18996000.0,20.0,15197000.0,0.0,Chuyển khoản,Nam,38.0,5.0,Hoàn thành,NV004
DH000709,2024-02-08,Miền Bắc,Quảng Ninh,Siêu thị,Thực phẩm,Gạo ST25,36000.0,2,72000.0,0.0,72000.0,85000.0,Tiền mặt,Nữ,37.0,3.0,Hoàn thành,NV006
DH000710,2024-08-29,Miền Nam,Cần Thơ,Cửa hàng,Thực phẩm,Trà xanh,56000.0,5,280000.0,15.0,238000.0,114000.0,Thẻ tín dụng,Nam,32.0,2.0,Hoàn thành,NV005
DH000711,2024-07-31,Miền Nam,Cần Thơ,Đại lý,Điện tử,Loa bluetooth,22402000.0,6,134412000.0,0.0,134412000.0,0.0,Tiền mặt,Nam,29.0,2.0,Hoàn thành,NV006
DH000712,2024-11-09,Miền Nam,Bình Dương,Cửa hàng,Văn phòng phẩm,Bút bi,12000.0,5,60000.0,0.0,60000.0,78000.0,Chuyển khoản,Nam,42.0,5.0,Hoàn thành,NV022
DH000713,2023-01-28,Miền Trung,Đà Nẵng,Online,Điện tử,Máy tính bảng,575000.0,1,575000.0,10.0,518000.0,26000.0,COD,Nữ,58.0,1.0,Hoàn thành,NV013
DH000714,2023-03-27,Miền Trung,Khánh Hòa,Online,Mỹ phẩm,Kem chống nắng,72000.0,4,288000.0,50.0,144000.0,104000.0,Chuyển khoản,Nữ,44.0,5.0,Đã hủy,NV047
DH000715,2024-10-20,Miền Trung,Đà Nẵng,Online,Điện tử,Điện thoại,1541000.0,4,6164000.0,0.0,6164000.0,0.0,Chuyển khoản,Nam,35.0,5.0,Hoàn thành,NV042
DH000716,2024-03-14,Tây Nguyên,Lâm Đồng,Siêu thị,Mỹ phẩm,Serum,81000.0,7,567000.0,0.0,567000.0,39000.0,Tiền mặt,Nam,32.0,4.0,Hoàn thành,NV034
DH000717,2023-05-19,Miền Nam,TP.HCM,Online,Điện tử,Máy tính bảng,14909000.0,8,119272000.0,5.0,113308000.0,0.0,Ví điện tử,Nam,38.0,2.0,Trả hàng,NV013
DH000718,2024-04-17,Tây Nguyên,Đắk Lắk,Online,Gia dụng,Máy xay sinh tố,582000.0,4,2328000.0,15.0,1979000.0,148000.0,Chuyển khoản,Nữ,35.0,2.0,Hoàn thành,NV049
DH000719,2023-07-06,Miền Bắc,Quảng Ninh,Siêu thị,Thời trang,Đồng hồ,653000.0,6,3918000.0,0.0,3918000.0,0.0,COD,Nam,33.0,4.0,Hoàn thành,NV042
DH000720,2023-02-21,Miền Nam,Đồng Nai,Đại lý,Gia dụng,Bàn ủi,406000.0,3,1218000.0,0.0,1218000.0,26000.0,Tiền mặt,Nữ,26.0,4.0,Hoàn thành,NV048
DH000721,2023-09-24,Tây Nguyên,Lâm Đồng,,Thực phẩm,Trà xanh,25000.0,3,75000.0,0.0,75000.0,122000.0,Tiền mặt,Nam,39.0,4.0,Hoàn thành,NV046
DH000722,2024-01-24,Miền Bắc,Hải Phòng,Online,Điện tử,Loa bluetooth,416000.0,2,832000.0,0.0,832000.0,78000.0,Chuyển khoản,Nữ,52.0,3.0,Hoàn thành,NV020
DH000723,2023-12-02,Miền Bắc,Hà Nội,Siêu thị,Gia dụng,Ấm siêu tốc,265000.0,8,2120000.0,15.0,1802000.0,132000.0,Tiền mặt,Nữ,38.0,4.0,Trả hàng,NV035
DH000724,2023-08-05,Miền Nam,Cần Thơ,Đại lý,Điện tử,Điện thoại,3035000.0,6,18210000.0,0.0,18210000.0,0.0,Chuyển khoản,Nữ,24.0,5.0,Hoàn thành,NV045
DH000725,2024-04-10,Miền Nam,Đồng Nai,Đại lý,Văn phòng phẩm,Bìa hồ sơ,19000.0,1,19000.0,0.0,19000.0,94000.0,Chuyển khoản,Nam,29.0,4.0,Hoàn thành,NV001
DH000726,2023-12-01,Miền Nam,Đồng Nai,Đại lý,Điện tử,Tai nghe,4125000.0,5,20625000.0,5.0,19594000.0,0.0,Tiền mặt,Nam,57.0,4.0,Hoàn thành,NV026
DH000727,2023-12-12,Miền Bắc,Hà Nội,Siêu thị,Thực phẩm,Bánh tráng,20000.0,7,140000.0,0.0,140000.0,95000.0,COD,Nữ,26.0,5.0,Đã hủy,NV038
DH000728,2024-01-24,Miền Nam,Đồng Nai,Cửa hàng,Gia dụng,Quạt điện,500000.0,2,1000000.0,0.0,1000000.0,118000.0,Chuyển khoản,Nam,47.0,4.0,Trả hàng,NV041
DH000729,2023-10-12,Miền Bắc,Hải Phòng,Cửa hàng,Thực phẩm,Nước mắm,27000.0,5,135000.0,5.0,128000.0,103000.0,Tiền mặt,Nam,26.0,5.0,Hoàn thành,NV030
DH000730,2024-03-07,Miền Bắc,Hải Phòng,Online,Thời trang,Quần jean,414000.0,3,1242000.0,10.0,1118000.0,103000.0,Tiền mặt,Nữ,29.0,2.0,Hoàn thành,NV018
DH000731,2023-09-16,Miền Bắc,Hải Phòng,Online,Gia dụng,Nồi cơm điện,699000.0,2,1398000.0,0.0,1398000.0,118000.0,Chuyển khoản,Nữ,47.0,5.0,Hoàn thành,NV032
DH000732,2023-03-25,Miền Nam,Bình Dương,Online,Mỹ phẩm,Nước hoa,70000.0,3,210000.0,0.0,210000.0,86000.0,Ví điện tử,Nam,39.0,4.0,Hoàn thành,NV025
DH000733,2024-04-26,Miền Nam,Đồng Nai,Cửa hàng,Văn phòng phẩm,Bìa hồ sơ,24000.0,1,24000.0,0.0,24000.0,118000.0,Tiền mặt,Nam,35.0,4.0,Hoàn thành,NV039
DH000734,2023-01-20,Miền Nam,Đồng Nai,Siêu thị,Thời trang,Đồng hồ,1949000.0,3,5847000.0,0.0,5847000.0,0.0,Thẻ tín dụng,Nữ,28.0,4.0,Hoàn thành,NV036
DH000735,2024-07-06,Miền Trung,Huế,Online,Thực phẩm,Gạo ST25,83000.0,5,415000.0,5.0,394000.0,70000.0,COD,Nữ,47.0,5.0,Đang giao,NV046
DH000736,2023-02-23,Miền Nam,Bình Dương,Siêu thị,Thời trang,Áo thun,263000.0,5,1315000.0,0.0,1315000.0,104000.0,Chuyển khoản,Nam,28.0,5.0,Đã hủy,NV010
DH000737,2023-12-25,Miền Trung,Huế,Online,Thời trang,Giày thể thao,233000.0,5,1165000.0,0.0,1165000.0,37000.0,Thẻ tín dụng,Nữ,24.0,2.0,Hoàn thành,NV004
DH000738,2023-08-18,Miền Nam,Đồng Nai,Siêu thị,Gia dụng,Máy xay sinh tố,432000.0,4,1728000.0,0.0,1728000.0,118000.0,Thẻ tín dụng,Nam,40.0,,Đã hủy,NV007
DH000739,2024-10-27,Miền Trung,Nghệ An,Siêu thị,Thời trang,Túi xách,163000.0,5,815000.0,5.0,774000.0,94000.0,Thẻ tín dụng,Nữ,28.0,4.0,Hoàn thành,NV036
DH000740,2023-03-12,Miền Trung,Huế,Cửa hàng,Thực phẩm,Bánh tráng,58000.0,3,174000.0,10.0,157000.0,114000.0,COD,Nữ,32.0,5.0,Hoàn thành,NV010
DH000741,2024-10-29,Miền Trung,Đà Nẵng,Siêu thị,Thực phẩm,Bánh tráng,25000.0,3,75000.0,0.0,75000.0,131000.0,Ví điện tử,Nam,50.0,2.0,Hoàn thành,NV037
DH000742,2023-02-11,Miền Trung,Huế,Đại lý,Gia dụng,Máy xay sinh tố,133000.0,2,266000.0,5.0,253000.0,146000.0,Tiền mặt,Nữ,18.0,4.0,Hoàn thành,NV004
DH000743,2023-02-01,Miền Nam,Đồng Nai,Cửa hàng,Văn phòng phẩm,Bút bi,17000.0,3,51000.0,0.0,51000.0,54000.0,Tiền mặt,Nữ,33.0,5.0,Hoàn thành,NV006
DH000744,2023-09-11,Miền Nam,TP.HCM,Online,Gia dụng,Ấm siêu tốc,507000.0,4,2028000.0,0.0,2028000.0,0.0,Tiền mặt,Nam,40.0,5.0,Hoàn thành,NV020
DH000745,2023-07-24,Miền Bắc,Bắc Ninh,Cửa hàng,Thực phẩm,Nước mắm,35000.0,5,175000.0,10.0,158000.0,64000.0,Chuyển khoản,Nữ,34.0,5.0,Hoàn thành,NV008
DH000746,2023-01-21,Miền Nam,Cần Thơ,Đại lý,Gia dụng,Ấm siêu tốc,204000.0,3,612000.0,10.0,551000.0,81000.0,Chuyển khoản,Nam,21.0,5.0,Hoàn thành,NV029
DH000747,2024-09-28,Miền Trung,Nghệ An,Đại lý,Gia dụng,Máy xay sinh tố,612000.0,3,1836000.0,0.0,1836000.0,98000.0,Ví điện tử,Nữ,27.0,4.0,Hoàn thành,NV035
DH000748,2023-06-06,Miền Nam,Đồng Nai,Siêu thị,Điện tử,Loa bluetooth,610000.0,3,1830000.0,0.0,1830000.0,47000.0,Thẻ tín dụng,Nam,43.0,5.0,Hoàn thành,NV017
DH000749,2023-09-02,Tây Nguyên,Lâm Đồng,Đại lý,Điện tử,Loa bluetooth,1693000.0,2,3386000.0,0.0,3386000.0,0.0,COD,Nữ,40.0,5.0,Hoàn thành,NV018
DH000750,2023-05-10,Miền Nam,Đồng Nai,Đại lý,Điện tử,Máy tính bảng,16628000.0,3,49884000.0,25.0,37413000.0,0.0,Ví điện tử,Nam,26.0,4.0,Trả hàng,NV017
DH000751,2024-04-29,Miền Bắc,Hà Nội,Đại lý,Thực phẩm,Cà phê,74000.0,4,296000.0,25.0,222000.0,109000.0,Ví điện tử,Nam,54.0,2.0,Trả hàng,NV041
DH000752,2024-11-16,Tây Nguyên,Gia Lai,Đại lý,Mỹ phẩm,Serum,58000.0,3,174000.0,5.0,165000.0,144000.0,Tiền mặt,Nữ,37.0,2.0,Hoàn thành,NV013
DH000753,2023-04-28,Miền Nam,TP.HCM,Online,Thời trang,Giày thể thao,108000.0,3,324000.0,10.0,292000.0,92000.0,Thẻ tín dụng,Nữ,46.0,5.0,Đang giao,NV020
DH000754,2024-07-31,Miền Trung,Nghệ An,Online,Thực phẩm,Trà xanh,55000.0,1,55000.0,0.0,55000.0,95000.0,Tiền mặt,Nam,30.0,1.0,Hoàn thành,NV021
DH000755,2023-08-12,Miền Bắc,Bắc Ninh,Cửa hàng,Văn phòng phẩm,Kẹp giấy,8000.0,2,16000.0,0.0,16000.0,71000.0,Thẻ tín dụng,Nữ,53.0,4.0,Hoàn thành,NV015
DH000756,2024-04-21,Miền Nam,Bình Dương,Siêu thị,Mỹ phẩm,Kem chống nắng,33000.0,3,99000.0,0.0,99000.0,121000.0,Ví điện tử,Nữ,26.0,5.0,Đã hủy,NV037
DH000757,2024-12-17,Miền Nam,Bình Dương,Online,Gia dụng,Nồi cơm điện,726000.0,5,3630000.0,0.0,3630000.0,0.0,Chuyển khoản,Nam,46.0,4.0,Đang giao,NV005
DH000758,2023-09-20,Miền Nam,Đồng Nai,Đại lý,Thời trang,Đồng hồ,388000.0,1,388000.0,0.0,388000.0,41000.0,Tiền mặt,Nữ,18.0,,Hoàn thành,NV009
DH000759,2024-01-13,Miền Nam,Cần Thơ,Siêu thị,Điện tử,Laptop,3434000.0,3,10302000.0,0.0,10302000.0,0.0,Tiền mặt,Nam,48.0,3.0,Trả hàng,NV048
DH000760,2023-06-21,Miền Nam,Đồng Nai,Online,Điện tử,Laptop,2742000.0,3,8226000.0,0.0,8226000.0,0.0,Ví điện tử,Nữ,38.0,2.0,Hoàn thành,NV022
DH000761,2024-09-12,Miền Bắc,Hải Phòng,Cửa hàng,Điện tử,Máy tính bảng,1849000.0,5,9245000.0,0.0,9245000.0,0.0,Chuyển khoản,Nữ,33.0,5.0,Hoàn thành,NV015
DH000762,2024-09-13,Miền Trung,Huế,Đại lý,Thời trang,Quần jean,177000.0,2,354000.0,20.0,283000.0,141000.0,Chuyển khoản,Nữ,32.0,4.0,Hoàn thành,NV050
DH000763,2023-04-28,Miền Bắc,Bắc Ninh,Siêu thị,Thực phẩm,Gạo ST25,68000.0,193,13124000.0,15.0,11155000.0,0.0,Thẻ tín dụng,Nam,35.0,1.0,Hoàn thành,NV041
DH000764,2023-06-17,Miền Nam,Đồng Nai,Online,Điện tử,Điện thoại,12541000.0,4,50164000.0,0.0,50164000.0,0.0,Chuyển khoản,Nữ,18.0,2.0,Hoàn thành,NV021
DH000765,2023-11-15,Miền Bắc,Bắc Ninh,Siêu thị,Điện tử,Laptop,1096000.0,2,2192000.0,5.0,2082000.0,0.0,Ví điện tử,Nam,30.0,5.0,Hoàn thành,NV041
DH000766,2023-04-21,Miền Nam,Cần Thơ,Online,Điện tử,Loa bluetooth,588000.0,5,2940000.0,0.0,2940000.0,0.0,Chuyển khoản,Nam,44.0,3.0,Hoàn thành,NV030
DH000767,2024-08-15,Miền Nam,TP.HCM,Cửa hàng,Gia dụng,Máy xay sinh tố,226000.0,7,1582000.0,0.0,1582000.0,50000.0,Thẻ tín dụng,Nam,47.0,4.0,Hoàn thành,NV031
